"","from","to","weight","type"
"4394",81,80,17,"received"
"4395",32,80,19,"received"
"4396",180,81,16,"received"
"4397",180,80,16,"received"
"4398",105,80,19,"received"
"4399",112,80,19,"received"
"4400",87,80,16,"received"
"4401",87,81,16,"received"
"4402",87,422,16,"received"
"4403",87,170,16,"received"
"4404",81,80,19,"received"
"4405",87,80,19,"received"
"4406",10,80,18,"received"
"4407",81,80,17,"received"
"4408",170,80,16,"received"
"4409",170,81,16,"received"
"4410",170,87,16,"received"
"4411",170,87,16,"received"
"4412",180,81,16,"received"
"4413",180,80,16,"received"
"4414",32,80,18,"received"
"4415",194,80,19,"received"
"4416",32,80,19,"received"
"4417",105,80,18,"received"
"4418",87,80,18,"received"
"4419",87,204,18,"received"
"4420",87,80,12,"received"
"4421",180,80,17,"received"
"4422",32,80,18,"received"
"4423",124,80,18,"received"
"4424",32,80,19,"received"
"4425",32,80,18,"received"
"4426",180,80,17,"received"
"4427",32,80,19,"received"
"4428",81,80,12,"received"
"4429",81,80,16,"received"
"4430",81,170,16,"received"
"4431",81,423,16,"received"
"4432",81,87,16,"received"
"4433",168,80,18,"received"
"4434",116,80,19,"received"
"4435",116,80,19,"received"
"4436",204,80,19,"received"
"4437",32,80,18,"received"
"4438",87,80,19,"received"
"4439",87,80,19,"received"
"4440",81,80,19,"received"
"4441",81,80,19,"received"
"4442",32,80,19,"received"
"4443",32,80,19,"received"
"4444",87,80,19,"received"
"4445",112,80,17,"received"
"4446",32,80,19,"received"
"4447",185,80,18,"received"
"4448",32,80,16,"received"
"4449",87,80,19,"received"
"4450",87,80,19,"received"
"4451",174,80,18,"received"
"4452",32,80,17,"received"
"4453",32,80,19,"received"
"4454",87,80,19,"received"
"4455",32,80,17,"received"
"4456",194,80,19,"received"
"4457",194,80,19,"received"
"4458",81,80,14,"received"
"4459",81,233,14,"received"
"4460",32,80,18,"received"
"4461",32,80,19,"received"
"4462",81,80,14,"received"
"4463",87,80,18,"received"
"4464",81,80,14,"received"
"4465",81,80,19,"received"
"4466",81,80,19,"received"
"4467",135,80,18,"received"
"4468",81,80,18,"received"
"4469",32,80,17,"received"
"4470",81,80,18,"received"
"4471",81,80,18,"received"
"4472",32,80,19,"received"
"4473",81,80,18,"received"
"4474",81,80,19,"received"
"4475",194,80,19,"received"
"4476",168,80,18,"received"
"4477",194,80,19,"received"
"4478",116,80,19,"received"
"4479",87,80,19,"received"
"4480",87,80,19,"received"
"4481",87,80,19,"received"
"4482",87,80,19,"received"
"4483",87,80,19,"received"
"4484",32,80,19,"received"
"4485",81,80,19,"received"
"4486",116,80,19,"received"
"4487",81,80,19,"received"
"4488",105,80,18,"received"
"4489",105,80,17,"received"
"4490",105,124,17,"received"
"4491",81,80,19,"received"
"4492",86,80,19,"received"
"4493",87,80,19,"received"
"4494",63,80,19,"received"
"4495",87,80,19,"received"
"4496",32,80,18,"received"
"4497",81,160,17,"received"
"4498",81,233,17,"received"
"4499",32,80,19,"received"
"4500",87,80,19,"received"
"4501",81,161,18,"received"
"4502",81,233,18,"received"
"4503",87,80,19,"received"
"4504",122,80,18,"received"
"4505",87,80,19,"received"
"4506",32,80,19,"received"
"4507",32,80,19,"received"
"4508",116,80,18,"received"
"4509",116,80,18,"received"
"4510",63,80,16,"received"
"4511",122,80,18,"received"
"4512",32,80,16,"received"
"4513",122,80,18,"received"
"4514",32,80,18,"received"
"4515",116,80,19,"received"
"4516",122,80,18,"received"
"4517",116,80,19,"received"
"4518",81,80,19,"received"
"4519",169,80,19,"received"
"4520",32,80,15,"received"
"4521",32,80,19,"received"
"4522",81,80,12,"received"
"4523",81,80,19,"received"
"4524",32,80,12,"received"
"4525",81,160,17,"received"
"4526",81,80,17,"received"
"4527",81,233,17,"received"
"4528",81,80,17,"received"
"4529",81,32,17,"received"
"4530",180,80,19,"received"
"4531",32,80,12,"received"
"4532",32,80,19,"received"
"4533",180,80,19,"received"
"4534",180,80,19,"received"
"4535",180,80,19,"received"
"4536",32,80,18,"received"
"4537",180,80,19,"received"
"4538",180,80,19,"received"
"4539",180,80,19,"received"
"4540",180,80,19,"received"
"4541",81,80,19,"received"
"4542",32,80,19,"received"
"4543",32,80,19,"received"
"4544",32,80,15,"received"
"4545",32,80,19,"received"
"4546",87,80,19,"received"
"4547",32,80,19,"received"
"4548",32,80,19,"received"
"4549",184,80,19,"received"
"4550",81,80,19,"received"
"4551",81,80,18,"received"
"4552",81,80,18,"received"
"4553",81,160,18,"received"
"4554",81,233,18,"received"
"4555",185,80,17,"received"
"4556",185,32,17,"received"
"4557",81,80,18,"received"
"4558",87,80,19,"received"
"4559",81,80,15,"received"
"4560",81,80,19,"received"
"4561",81,80,18,"received"
"4562",NA,80,19,"received"
"4563",32,424,17,"received"
"4564",32,133,17,"received"
"4565",191,80,19,"received"
"4566",81,80,18,"received"
"4567",81,80,19,"received"
"4568",32,80,19,"received"
"4569",194,80,19,"received"
"4570",196,81,19,"received"
"4571",32,80,19,"received"
"4572",194,80,19,"received"
"4573",124,81,17,"received"
"4574",124,80,17,"received"
"4575",124,81,17,"received"
"4576",32,80,19,"received"
"4577",32,80,19,"received"
"4578",32,80,19,"received"
"4579",81,80,18,"received"
"4580",81,425,18,"received"
"4581",81,80,19,"received"
"4582",32,80,19,"received"
"4583",81,80,15,"received"
"4584",81,80,15,"received"
"4585",32,80,17,"received"
"4586",194,80,19,"received"
"4587",116,81,18,"received"
"4588",116,80,18,"received"
"4589",32,80,17,"received"
"4590",180,80,18,"received"
"4591",180,86,18,"received"
"4592",87,80,19,"received"
"4593",165,80,19,"received"
"4594",81,80,19,"received"
"4595",122,80,19,"received"
"4596",81,80,19,"received"
"4597",145,80,19,"received"
"4598",32,80,19,"received"
"4599",87,80,19,"received"
"4600",87,80,19,"received"
"4601",32,80,19,"received"
"4602",32,80,19,"received"
"4603",168,145,18,"received"
"4604",32,80,17,"received"
"4605",81,281,14,"received"
"4606",81,160,14,"received"
"4607",81,80,14,"received"
"4608",81,426,14,"received"
"4609",81,395,14,"received"
"4610",81,233,14,"received"
"4611",81,32,19,"received"
"4612",32,81,18,"received"
"4613",32,80,18,"received"
"4614",32,80,19,"received"
"4615",32,80,19,"received"
"4616",32,80,15,"received"
"4617",124,80,18,"received"
"4618",124,81,18,"received"
"4619",81,80,19,"received"
"4620",116,80,19,"received"
"4621",144,80,17,"received"
"4622",81,80,19,"received"
"4623",194,80,19,"received"
"4624",32,80,19,"received"
"4625",87,80,19,"received"
"4626",124,80,18,"received"
"4627",124,81,18,"received"
"4628",124,80,18,"received"
"4629",124,81,18,"received"
"4630",122,80,19,"received"
"4631",48,80,16,"received"
"4632",48,80,17,"received"
"4633",32,80,18,"received"
"4634",32,80,18,"received"
"4635",116,80,18,"received"
"4636",116,81,18,"received"
"4637",32,80,19,"received"
"4638",32,80,19,"received"
"4639",32,80,18,"received"
"4640",NA,56,11,"other"
"4641",NA,168,11,"other"
"4642",NA,32,11,"other"
"4643",NA,427,11,"other"
"4644",NA,10,11,"other"
"4645",NA,87,11,"other"
"4646",NA,156,11,"other"
"4647",32,80,18,"received"
"4648",32,80,18,"received"
"4649",32,80,18,"received"
"4650",32,80,18,"received"
"4651",10,80,19,"received"
"4652",32,80,19,"received"
"4653",32,80,19,"received"
"4654",32,80,19,"received"
"4655",32,81,17,"received"
"4656",32,80,17,"received"
"4657",225,80,19,"received"
"4658",81,80,18,"received"
"4659",81,272,18,"received"
"4660",32,80,17,"received"
"4661",81,80,18,"received"
"4662",81,272,18,"received"
"4663",81,80,19,"received"
"4664",87,80,19,"received"
"4665",10,80,19,"received"
"4666",10,80,19,"received"
"4667",86,80,19,"received"
"4668",124,80,18,"received"
"4669",124,81,18,"received"
"4670",32,80,19,"received"
"4671",75,208,19,"received"
"4672",81,80,18,"received"
"4673",81,272,18,"received"
"4674",81,80,18,"received"
"4675",75,208,19,"received"
"4676",10,80,18,"received"
"4677",32,80,17,"received"
"4678",32,81,18,"received"
"4679",NA,208,19,"other"
"4680",75,208,19,"received"
"4681",87,80,19,"received"
"4682",81,80,19,"received"
"4683",81,32,19,"received"
"4684",32,80,18,"received"
"4685",81,80,18,"received"
"4686",81,80,19,"received"
"4687",87,80,19,"received"
"4688",32,80,18,"received"
"4689",87,80,19,"received"
"4690",87,80,15,"received"
"4691",32,80,19,"received"
"4692",194,80,19,"received"
"4693",194,80,19,"received"
"4694",81,106,18,"received"
"4695",81,395,18,"received"
"4696",32,286,18,"received"
"4697",32,80,18,"received"
"4698",10,80,19,"received"
"4699",116,80,18,"received"
"4700",87,80,19,"received"
"4701",105,80,18,"received"
"4702",105,80,18,"received"
"4703",105,80,18,"received"
"4704",15,80,19,"received"
"4705",94,80,19,"received"
"4706",194,80,19,"received"
"4707",194,80,19,"received"
"4708",30,80,18,"received"
"4709",194,80,19,"received"
"4710",30,80,18,"received"
"4711",30,80,18,"received"
"4712",194,80,19,"received"
"4713",194,80,19,"received"
"4714",194,80,19,"received"
"4715",94,80,17,"received"
"4716",94,142,17,"received"
"4717",94,87,17,"received"
"4718",87,80,19,"received"
"4719",87,80,19,"received"
"4720",10,80,18,"received"
"4721",87,80,19,"received"
"4722",194,80,19,"received"
"4723",81,80,19,"received"
"4724",105,80,17,"received"
"4725",87,80,19,"received"
"4726",194,80,19,"received"
"4727",81,80,19,"received"
"4728",80,194,18,"sent"
"4729",80,428,18,"sent"
"4730",124,80,19,"received"
"4731",194,80,19,"received"
"4732",87,80,19,"received"
"4733",194,80,19,"received"
"4734",194,80,19,"received"
"4735",194,80,19,"received"
"4736",194,80,19,"received"
"4737",87,80,19,"received"
"4738",81,80,19,"received"
"4739",10,80,18,"received"
"4740",81,80,19,"received"
"4741",194,80,19,"received"
"4742",180,80,18,"received"
"4743",116,80,18,"received"
"4744",116,80,18,"received"
"4745",116,80,19,"received"
"4746",150,80,19,"received"
"4747",81,80,19,"received"
"4748",81,80,19,"received"
"4749",81,32,17,"received"
"4750",81,80,17,"received"
"4751",81,124,17,"received"
"4752",168,80,13,"received"
"4753",135,80,19,"received"
"4754",81,80,18,"received"
"4755",32,80,16,"received"
"4756",168,80,18,"received"
"4757",144,80,17,"received"
"4758",116,80,18,"received"
"4759",32,80,17,"received"
"4760",87,168,17,"received"
"4761",87,80,17,"received"
"4762",32,80,13,"received"
"4763",124,80,18,"received"
"4764",124,81,18,"received"
"4765",32,80,19,"received"
"4766",81,80,18,"received"
"4767",81,272,18,"received"
"4768",87,80,17,"received"
"4769",32,80,19,"received"
"4770",124,80,17,"received"
"4771",87,80,19,"received"
"4772",185,80,19,"received"
"4773",185,80,19,"received"
"4774",10,80,18,"received"
"4775",180,80,19,"received"
"4776",87,80,17,"received"
"4777",105,80,17,"received"
"4778",124,80,19,"received"
"4779",135,80,19,"received"
"4780",148,80,18,"received"
"4781",32,80,19,"received"
"4782",10,80,19,"received"
"4783",32,80,19,"received"
"4784",170,80,18,"received"
"4785",81,80,19,"received"
"4786",32,80,19,"received"
"4787",32,80,19,"received"
"4788",32,80,18,"received"
"4789",105,80,18,"received"
"4790",105,80,19,"received"
"4791",105,80,19,"received"
"4792",87,80,19,"received"
"4793",87,80,19,"received"
"4794",10,80,19,"received"
"4795",81,80,19,"received"
"4796",81,80,19,"received"
"4797",32,80,19,"received"
"4798",32,80,19,"received"
"4799",81,80,19,"received"
"4800",32,80,19,"received"
"4801",32,80,19,"received"
"4802",124,80,18,"received"
"4803",124,350,18,"received"
"4804",87,80,18,"received"
"4805",87,205,18,"received"
"4806",87,80,19,"received"
"4807",32,80,19,"received"
"4808",194,80,19,"received"
"4809",10,80,17,"received"
"4810",87,80,19,"received"
"4811",194,80,19,"received"
"4812",194,80,19,"received"
"4813",194,80,19,"received"
"4814",194,80,19,"received"
"4815",194,80,19,"received"
"4816",87,80,19,"received"
"4817",32,80,19,"received"
"4818",194,80,19,"received"
"4819",81,80,18,"received"
"4820",87,80,19,"received"
"4821",194,80,19,"received"
"4822",194,80,19,"received"
"4823",87,80,19,"received"
"4824",116,80,18,"received"
"4825",81,80,19,"received"
"4826",116,80,18,"received"
"4827",194,80,18,"received"
"4828",194,80,19,"received"
"4829",81,80,19,"received"
"4830",194,80,19,"received"
"4831",194,80,17,"received"
"4832",87,80,19,"received"
"4833",32,80,17,"received"
"4834",116,80,18,"received"
"4835",112,80,17,"received"
"4836",112,138,17,"received"
"4837",87,80,19,"received"
"4838",194,80,17,"received"
"4839",194,80,17,"received"
"4840",105,80,14,"received"
"4841",105,416,14,"received"
"4842",105,170,14,"received"
"4843",32,80,17,"received"
"4844",170,80,17,"received"
"4845",170,81,17,"received"
"4846",170,87,17,"received"
"4847",124,80,18,"received"
"4848",124,81,18,"received"
"4849",124,80,18,"received"
"4850",124,81,18,"received"
"4851",87,80,17,"received"
"4852",94,80,18,"received"
"4853",87,80,18,"received"
"4854",87,379,18,"received"
"4855",194,80,17,"received"
"4856",87,80,17,"received"
"4857",87,80,17,"received"
"4858",87,80,17,"received"
"4859",32,80,19,"received"
"4860",32,80,18,"received"
"4861",87,80,16,"received"
"4862",87,170,16,"received"
"4863",81,80,19,"received"
"4864",180,80,17,"received"
"4865",180,86,17,"received"
"4866",180,87,17,"received"
"4867",81,80,19,"received"
"4868",87,80,17,"received"
"4869",87,86,17,"received"
"4870",87,180,17,"received"
"4871",116,80,18,"received"
"4872",32,80,19,"received"
"4873",32,146,16,"received"
"4874",32,80,18,"received"
"4875",135,80,19,"received"
"4876",81,80,18,"received"
"4877",180,80,18,"received"
"4878",180,87,18,"received"
"4879",87,80,19,"received"
"4880",116,80,18,"received"
"4881",194,80,19,"received"
"4882",32,80,19,"received"
"4883",170,80,16,"received"
"4884",170,87,16,"received"
"4885",32,80,19,"received"
"4886",194,80,19,"received"
"4887",194,80,19,"received"
"4888",87,80,17,"received"
"4889",32,80,19,"received"
"4890",32,80,19,"received"
"4891",105,80,12,"received"
"4892",81,80,19,"received"
"4893",194,80,19,"received"
"4894",194,80,19,"received"
"4895",32,80,19,"received"
"4896",32,80,19,"received"
"4897",194,80,19,"received"
"4898",87,80,18,"received"
"4899",87,81,18,"received"
"4900",180,80,18,"received"
"4901",180,32,18,"received"
"4902",16,80,18,"received"
"4903",16,81,18,"received"
"4904",87,80,19,"received"
"4905",32,80,19,"received"
"4906",32,80,19,"received"
"4907",81,80,19,"received"
"4908",32,80,19,"received"
"4909",81,80,19,"received"
"4910",81,80,19,"received"
"4911",194,281,18,"received"
"4912",194,80,18,"received"
"4913",81,80,19,"received"
"4914",81,80,18,"received"
"4915",194,80,19,"received"
"4916",194,80,19,"received"
"4917",194,80,19,"received"
"4918",32,80,19,"received"
"4919",75,208,19,"received"
"4920",81,160,18,"received"
"4921",81,233,18,"received"
"4922",81,80,19,"received"
"4923",81,80,18,"received"
"4924",32,80,18,"received"
"4925",32,87,18,"received"
"4926",32,80,19,"received"
"4927",81,160,17,"received"
"4928",81,233,17,"received"
"4929",81,80,18,"received"
"4930",81,80,18,"received"
"4931",81,80,18,"received"
"4932",81,80,18,"received"
"4933",87,80,19,"received"
"4934",32,80,19,"received"
"4935",75,74,19,"received"
"4936",32,80,17,"received"
"4937",81,80,19,"received"
"4938",81,80,18,"received"
"4939",81,80,19,"received"
"4940",122,80,16,"received"
"4941",122,142,16,"received"
"4942",122,87,16,"received"
"4943",194,80,19,"received"
"4944",194,80,19,"received"
"4945",116,80,18,"received"
"4946",32,80,19,"received"
"4947",194,80,19,"received"
"4948",87,80,19,"received"
"4949",73,80,19,"received"
"4950",87,80,18,"received"
"4951",122,80,18,"received"
"4952",32,228,18,"received"
"4953",32,80,18,"received"
"4954",87,80,18,"received"
"4955",32,80,19,"received"
"4956",32,80,19,"received"
"4957",194,80,19,"received"
"4958",32,80,19,"received"
"4959",122,80,18,"received"
"4960",81,80,19,"received"
"4961",81,80,19,"received"
"4962",122,80,17,"received"
"4963",122,180,17,"received"
"4964",87,80,19,"received"
"4965",185,80,19,"received"
"4966",180,80,17,"received"
"4967",180,122,17,"received"
"4968",32,80,19,"received"
"4969",32,80,19,"received"
"4970",112,80,19,"received"
"4971",32,80,19,"received"
"4972",32,80,19,"received"
"4973",32,80,17,"received"
"4974",32,80,19,"received"
"4975",87,32,19,"received"
"4976",32,80,19,"received"
"4977",196,80,19,"received"
"4978",196,80,19,"received"
"4979",216,80,19,"received"
"4980",196,80,19,"received"
"4981",194,80,19,"received"
"4982",122,80,19,"received"
"4983",105,80,19,"received"
"4984",116,80,18,"received"
"4985",116,80,18,"received"
"4986",22,80,17,"received"
"4987",22,81,17,"received"
"4988",22,124,17,"received"
"4989",81,22,19,"received"
"4990",124,81,17,"received"
"4991",124,22,17,"received"
"4992",124,81,17,"received"
"4993",194,80,18,"received"
"4994",194,32,18,"received"
"4995",185,80,17,"received"
"4996",185,116,17,"received"
"4997",194,429,18,"received"
"4998",194,80,18,"received"
"4999",194,281,18,"received"
"5000",194,80,18,"received"
"5001",194,80,19,"received"
"5002",81,80,17,"received"
"5003",32,80,19,"received"
"5004",81,80,19,"received"
"5005",32,80,18,"received"
"5006",81,80,18,"received"
"5007",81,80,19,"received"
"5008",81,80,19,"received"
"5009",170,80,16,"received"
"5010",42,80,19,"received"
"5011",32,80,16,"received"
"5012",93,87,19,"received"
"5013",86,80,17,"received"
"5014",86,32,17,"received"
"5015",86,87,17,"received"
"5016",87,80,19,"received"
"5017",81,80,18,"received"
"5018",32,80,19,"received"
"5019",194,80,19,"received"
"5020",194,80,19,"received"
"5021",124,80,17,"received"
"5022",124,129,17,"received"
"5023",32,80,19,"received"
"5024",196,80,19,"received"
"5025",175,80,19,"received"
"5026",81,80,19,"received"
"5027",81,80,19,"received"
"5028",32,281,17,"received"
"5029",32,80,17,"received"
"5030",135,80,19,"received"
"5031",42,80,19,"received"
"5032",124,80,19,"received"
"5033",135,80,18,"received"
"5034",81,80,19,"received"
"5035",87,80,19,"received"
"5036",42,80,19,"received"
"5037",32,281,18,"received"
"5038",32,80,18,"received"
"5039",32,80,18,"received"
"5040",32,80,19,"received"
"5041",32,80,19,"received"
"5042",32,80,16,"received"
"5043",170,80,17,"received"
"5044",180,430,17,"received"
"5045",180,80,17,"received"
"5046",34,80,19,"received"
"5047",196,80,19,"received"
"5048",194,80,19,"received"
"5049",194,80,19,"received"
"5050",122,80,19,"received"
"5051",32,80,16,"received"
"5052",81,80,19,"received"
"5053",81,80,18,"received"
"5054",87,80,19,"received"
"5055",32,80,16,"received"
"5056",81,80,18,"received"
"5057",81,272,18,"received"
"5058",81,80,19,"received"
"5059",81,80,18,"received"
"5060",81,272,18,"received"
"5061",87,80,19,"received"
"5062",81,80,19,"received"
"5063",196,80,19,"received"
"5064",116,80,19,"received"
"5065",81,80,19,"received"
"5066",25,80,19,"received"
"5067",194,80,19,"received"
"5068",81,80,19,"received"
"5069",144,80,17,"received"
"5070",124,80,18,"received"
"5071",124,350,18,"received"
"5072",149,80,19,"received"
"5073",81,80,18,"received"
"5074",81,272,18,"received"
"5075",116,80,19,"received"
"5076",124,80,19,"received"
"5077",32,80,19,"received"
"5078",124,80,18,"received"
"5079",112,80,19,"received"
"5080",112,80,19,"received"
"5081",116,80,19,"received"
"5082",105,80,18,"received"
"5083",105,80,18,"received"
"5084",32,80,18,"received"
"5085",112,80,19,"received"
"5086",32,80,18,"received"
"5087",194,80,19,"received"
"5088",32,80,18,"received"
"5089",81,80,18,"received"
"5090",81,116,18,"received"
"5091",32,80,18,"received"
"5092",194,80,19,"received"
"5093",112,80,19,"received"
"5094",32,80,19,"received"
"5095",112,80,18,"received"
"5096",81,80,15,"received"
"5097",81,112,17,"received"
"5098",81,80,17,"received"
"5099",87,80,18,"received"
"5100",81,80,19,"received"
"5101",32,80,16,"received"
"5102",81,32,19,"received"
"5103",87,80,17,"received"
"5104",32,80,18,"received"
"5105",32,81,16,"received"
"5106",32,80,16,"received"
"5107",87,80,19,"received"
"5108",87,80,19,"received"
"5109",32,81,13,"received"
"5110",32,80,13,"received"
"5111",32,170,13,"received"
"5112",32,87,13,"received"
"5113",32,80,19,"received"
"5114",32,80,17,"received"
"5115",32,80,17,"received"
"5116",32,80,16,"received"
"5117",32,80,19,"received"
"5118",81,80,19,"received"
"5119",81,80,19,"received"
"5120",196,80,19,"received"
"5121",170,81,17,"received"
"5122",170,80,17,"received"
"5123",170,87,17,"received"
"5124",81,80,19,"received"
"5125",81,80,19,"received"
"5126",81,80,17,"received"
"5127",81,170,17,"received"
"5128",81,87,17,"received"
"5129",32,80,19,"received"
"5130",105,431,17,"received"
"5131",105,60,17,"received"
"5132",143,80,19,"received"
"5133",32,80,19,"received"
"5134",81,80,15,"received"
"5135",32,80,17,"received"
"5136",32,80,19,"received"
"5137",32,80,13,"received"
"5138",81,80,16,"received"
"5139",87,80,16,"received"
"5140",87,80,19,"received"
"5141",87,80,19,"received"
"5142",87,80,19,"received"
"5143",32,80,18,"received"
"5144",32,80,14,"received"
"5145",87,80,18,"received"
"5146",81,80,19,"received"
"5147",81,80,19,"received"
"5148",32,80,18,"received"
"5149",81,80,19,"received"
"5150",81,80,16,"received"
"5151",81,432,16,"received"
"5152",81,80,14,"received"
"5153",81,80,19,"received"
"5154",87,80,19,"received"
"5155",32,80,12,"received"
"5156",81,80,17,"received"
"5157",81,80,19,"received"
"5158",81,80,19,"received"
"5159",81,80,19,"received"
"5160",116,80,19,"received"
"5161",87,80,19,"received"
"5162",216,80,18,"received"
"5163",63,80,18,"received"
"5164",180,80,18,"received"
"5165",180,87,18,"received"
"5166",66,80,19,"received"
"5167",116,80,19,"received"
"5168",116,80,19,"received"
"5169",32,80,17,"received"
"5170",32,80,17,"received"
"5171",32,80,15,"received"
"5172",180,80,19,"received"
"5173",32,80,17,"received"
"5174",81,80,19,"received"
"5175",87,80,17,"received"
"5176",81,80,19,"received"
"5177",116,80,18,"received"
"5178",116,80,19,"received"
"5179",122,80,18,"received"
"5180",122,32,18,"received"
"5181",32,80,18,"received"
"5182",81,80,18,"received"
"5183",81,80,19,"received"
"5184",32,80,18,"received"
"5185",112,80,19,"received"
"5186",32,80,16,"received"
"5187",32,81,16,"received"
"5188",32,124,16,"received"
"5189",32,80,18,"received"
"5190",32,80,18,"received"
"5191",32,80,18,"received"
"5192",112,80,19,"received"
"5193",32,80,16,"received"
"5194",32,81,16,"received"
"5195",32,124,16,"received"
"5196",81,80,16,"received"
"5197",81,32,16,"received"
"5198",81,272,16,"received"
"5199",63,80,17,"received"
"5200",63,87,17,"received"
"5201",81,80,18,"received"
"5202",32,80,17,"received"
"5203",32,80,18,"received"
"5204",81,80,18,"received"
"5205",194,80,19,"received"
"5206",81,80,18,"received"
"5207",81,80,17,"received"
"5208",81,80,15,"received"
"5209",81,137,15,"received"
"5210",81,174,15,"received"
"5211",81,80,18,"received"
"5212",32,80,19,"received"
"5213",81,80,14,"received"
"5214",32,80,19,"received"
"5215",86,80,19,"received"
"5216",32,286,16,"received"
"5217",32,80,16,"received"
"5218",87,80,14,"received"
"5219",87,80,19,"received"
"5220",32,80,17,"received"
"5221",81,80,16,"received"
"5222",194,80,19,"received"
"5223",10,80,18,"received"
"5224",32,80,15,"received"
"5225",32,281,18,"received"
"5226",32,80,18,"received"
"5227",142,80,19,"received"
"5228",170,80,19,"received"
"5229",32,80,15,"received"
"5230",87,80,18,"received"
"5231",87,80,17,"received"
"5232",87,142,17,"received"
"5233",32,80,15,"received"
"5234",210,80,18,"received"
"5235",16,433,18,"received"
"5236",16,80,18,"received"
"5237",16,81,18,"received"
"5238",16,80,18,"received"
"5239",180,80,18,"received"
"5240",180,87,18,"received"
"5241",170,80,19,"received"
"5242",32,80,17,"received"
"5243",194,80,19,"received"
"5244",32,80,19,"received"
"5245",81,80,19,"received"
"5246",81,80,19,"received"
"5247",32,80,17,"received"
"5248",32,87,17,"received"
"5249",32,156,17,"received"
"5250",170,80,18,"received"
"5251",32,80,19,"received"
"5252",81,80,19,"received"
"5253",81,80,19,"received"
"5254",87,80,19,"received"
"5255",87,80,19,"received"
"5256",87,80,19,"received"
"5257",32,80,18,"received"
"5258",81,80,19,"received"
"5259",122,80,19,"received"
"5260",87,80,18,"received"
"5261",87,80,18,"received"
"5262",87,81,18,"received"
"5263",87,80,18,"received"
"5264",87,81,18,"received"
"5265",87,80,18,"received"
"5266",87,80,18,"received"
"5267",87,81,18,"received"
"5268",87,80,18,"received"
"5269",87,80,19,"received"
"5270",87,80,19,"received"
"5271",87,80,19,"received"
"5272",87,80,18,"received"
"5273",87,80,19,"received"
"5274",87,80,19,"received"
"5275",194,80,19,"received"
"5276",105,80,16,"received"
"5277",105,32,16,"received"
"5278",105,87,16,"received"
"5279",180,80,19,"received"
"5280",180,80,19,"received"
"5281",87,80,18,"received"
"5282",41,80,19,"received"
"5283",116,80,19,"received"
"5284",81,80,18,"received"
"5285",116,80,18,"received"
"5286",116,80,19,"received"
"5287",81,80,18,"received"
"5288",81,80,18,"received"
"5289",185,80,19,"received"
"5290",41,81,16,"received"
"5291",41,80,16,"received"
"5292",41,87,16,"received"
"5293",10,80,19,"received"
"5294",170,80,19,"received"
"5295",32,80,19,"received"
"5296",32,80,19,"received"
"5297",81,80,18,"received"
"5298",32,80,18,"received"
"5299",87,80,13,"received"
"5300",194,80,19,"received"
"5301",105,80,19,"received"
"5302",124,80,18,"received"
"5303",124,80,18,"received"
"5304",124,81,18,"received"
"5305",105,23,19,"received"
"5306",116,80,19,"received"
"5307",112,80,19,"received"
"5308",87,80,19,"received"
"5309",81,80,18,"received"
"5310",81,80,19,"received"
"5311",10,80,18,"received"
"5312",81,80,19,"received"
"5313",32,80,18,"received"
"5314",32,80,17,"received"
"5315",170,80,18,"received"
"5316",87,80,19,"received"
"5317",170,80,18,"received"
"5318",87,80,19,"received"
"5319",105,10,19,"received"
"5320",81,80,17,"received"
"5321",194,80,18,"received"
"5322",105,80,19,"received"
"5323",32,80,17,"received"
"5324",116,80,18,"received"
"5325",81,80,19,"received"
"5326",32,80,19,"received"
"5327",32,80,18,"received"
"5328",143,80,19,"received"
"5329",32,80,19,"received"
"5330",32,80,19,"received"
"5331",87,80,14,"received"
"5332",87,80,19,"received"
"5333",81,80,19,"received"
"5334",81,80,19,"received"
"5335",87,80,19,"received"
"5336",116,80,19,"received"
"5337",81,80,18,"received"
"5338",87,80,18,"received"
"5339",87,80,19,"received"
"5340",87,80,19,"received"
"5341",32,80,19,"received"
"5342",32,80,17,"received"
"5343",32,434,17,"received"
"5344",32,435,17,"received"
"5345",81,80,19,"received"
"5346",81,80,18,"received"
"5347",81,80,18,"received"
"5348",81,80,18,"received"
"5349",10,80,19,"received"
"5350",32,80,19,"received"
"5351",81,80,18,"received"
"5352",116,80,18,"received"
"5353",87,80,19,"received"
"5354",81,80,19,"received"
"5355",194,80,19,"received"
"5356",194,80,19,"received"
"5357",194,80,19,"received"
"5358",194,80,19,"received"
"5359",32,80,19,"received"
"5360",144,80,18,"received"
"5361",116,80,18,"received"
"5362",87,80,19,"received"
"5363",32,80,19,"received"
"5364",32,80,19,"received"
"5365",112,80,17,"received"
"5366",112,139,17,"received"
"5367",32,59,17,"received"
"5368",32,281,17,"received"
"5369",32,80,17,"received"
"5370",116,80,19,"received"
"5371",194,80,19,"received"
"5372",32,80,18,"received"
"5373",116,80,17,"received"
"5374",116,436,17,"received"
"5375",170,80,18,"received"
"5376",170,81,18,"received"
"5377",32,80,16,"received"
"5378",87,80,19,"received"
"5379",81,80,19,"received"
"5380",32,80,18,"received"
"5381",81,80,19,"received"
"5382",81,80,19,"received"
"5383",81,80,19,"received"
"5384",194,80,19,"received"
"5385",87,80,19,"received"
"5386",32,80,18,"received"
"5387",87,80,19,"received"
"5388",87,80,19,"received"
"5389",194,80,19,"received"
"5390",87,80,17,"received"
"5391",87,80,19,"received"
